brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,dimentions/depth,dimentions/width,dimentions: depth x width,features/0/description,features/1/description,upc,weight,URL
Lenovo,21JG001FUS,2.8,5,1220,USD,8.62,0.67,8.62 x 0.67,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Enjoy immersive visuals on a 14"" FHD IPS display, boasting a sharp 1920x1080 resolution and 250nits brightness. Experience vibrant colors, crisp details, and wide viewing angles for an enhanced visual experience on your laptop.",7.93E+11,8.9 pounds,https://www.bestbuy.com/site/Lenovo-21JG001FUS/
Dell,9F2WR,2.8,5,1820,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 2560 x 1600 resolution delivers amazing color and clarity,7.93E+11,8.9 pounds,https://www.bestbuy.com/site/Dell-9F2WR/
Razer,RZ09-0483SEH3-R3U1,5,5,650,USD,9.61,13.98,9.61 x 13.98,Packed for pure performance with 1.50 gPD (Graphics Power Density) and delivers up to 35% more graphic power per inch than any other 16 gaming laptop,"From full-blown AAA gaming to full-on content creation, run resource-intensive tasks flawlessly with the most powerful mobile processor leveraging desktop-grade silicon",7.93E+11,8.9 pounds,https://www.bestbuy.com/site/Razer-RZ09-0483SEH3-R3U1/
Microsoft,GSRF 5IM-00001,5,5,1520,USD,9.6,13.4,9.6 x 13.4,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.","With Windows Ink-compatible computers, you can take notes on-screen, mark up photos and screen shots, or create content through Ink-enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more ›</a>",7.93E+11,8.9 pounds,https://www.bestbuy.com/site/Microsoft-GSRF 5IM-00001/
MSI,GF63111424,5,5,700,USD,9.99,14.13,9.99 x 14.13,"Windows 11 is the one place for it all. With a fresh feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",1920x1080 resolution showcases your games and HD movies with impressive color and clarity.,7.93E+11,8.9 pounds,https://www.bestbuy.com/site/MSI-GF63111424/
ASUS,GZ301VU-DS94,4.6,15,650,USD,9.57,13.98,9.57 x 13.98,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next",ROG Nebula is the new standard of gaming displays. The 165Hz ultra bright 500 nits display features a Touchscreen QHD 16:10 2560x1600 resolution that gives you a superb gaming and creating experience.,7.93E+11,8.9 pounds,https://www.bestbuy.com/site/ASUS-GZ301VU-DS94/
HP,14-EP0010NR,5,1,650,USD,12.74,8.46,12.74 x 8.46,Windows 11 Home in S mode,"14.0-inch diagonal, HD (1366 x 768), micro-edge, BrightView",7.93E+11,8.9 pounds,https://www.bestbuy.com/site/HP-14-EP0010NR/
Acer,NX.VN2AA.001,5,1,430,USD,8,11,8 x 11,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity LED backlight.,7.93E+11,8.9 pounds,https://www.bestbuy.com/site/Acer-NX.VN2AA.001/
HP,830 G7,5,2,732,USD,8,11,8 x 11,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",1920 x 1080 resolution with native 1080p support to showcase your games and HD movies with impressive color and clarity. The TruBrite technology amps up color and clarity.,7.93E+11,8.9 pounds,https://www.bestbuy.com/site/HP-830 G7/
MSI,Vector GP68HX 13VI-255US,3,4,3200,USD,11.18,14.06,11.18 x 14.06,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",MSI gaming laptops are tailored for gamer with high resolution and refresh rate. Make your gaming world more lifelike and smooth than ever before.,7.93E+11,8.9 pounds,https://www.bestbuy.com/site/MSI-Vector GP68HX 13VI-255US/
GIGABYTE,G6 MF-H2US854KH,3,4,1000,USD,14.2,10.4,14.2 x 10.4,Win11 Home+,"16.0"" 16:10 WUXGA 1920x1200, 165Hz",7.93E+11,8.9 pounds,https://www.bestbuy.com/site/GIGABYTE-G6 MF-H2US854KH/
MSI,GS6612246,1.5,2,2730,USD,9.65,14.17,9.65 x 14.17,"Windows Pro offers speed, power, familiarity, and ease at a range of price points, delivering the latest features to enhance mobility without sacrificing performance.",1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. Antireflective finish reduces eyestrain and widens the field of view.,7.93E+11,8.9 pounds,https://www.bestbuy.com/site/MSI-GS6612246/
Dell,4KFPT,1.5,2,850,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,27108105000,4.6 pounds,https://www.bestbuy.com/site/Dell-4KFPT/
HP,14-DQ0080NR,3.4,12,650,USD,12.76,8.86,12.76 x 8.86,"Experience the most secure Windows ever built with fast boot times, increased responsiveness, and added protection against phishing and malware.","With virtually no bezel encircling the display, an ultra-wide viewing experience provides for seamless multi-monitor set-ups.",27108105000,4.6 pounds,https://www.bestbuy.com/site/HP-14-DQ0080NR/
GIGABYTE,AORUS 17 YE5-74US544SH,3.9,8,650,USD,12.76,8.86,12.76 x 8.86,Windows 11 Home,"NVIDIA GeForce RTX 3080 Ti Laptop GPU 8GB GDDR6, Boost Clock 1410 MHz, Maximum Graphics Power 130 W",97855130792,2.25 pounds,https://www.bestbuy.com/site/GIGABYTE-AORUS 17 YE5-74US544SH/
Microsoft,GSRF 5W6-00024,4,2,901,USD,9.6,13.4,9.6 x 13.4,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.","With Windows Ink compatible computers, you can take notes on-screen, mark up photos and screen shots, or create content through Ink enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more ›</a>",97855130792,2.25 pounds,https://www.bestbuy.com/site/Microsoft-GSRF 5W6-00024/
ASUS,S3502QA-DS71,4,2,850,USD,9,14,9 x 14,Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,"Imagine, design and create without boundaries. The powerful AMD Ryzen? 7 processor features machine intelligence that anticipates your needs. Discover true responsiveness with 8 cores for ultimate performance",7.93E+11,8 pounds,https://www.bestbuy.com/site/ASUS-S3502QA-DS71/
ASUS,F1704ZA-DS24,1,2,500,USD,10,15,10 x 15,"Microsoft Windows 11 gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",With NanoEdge Display Screen Technology. The 1600 x 900 resolution boasts impressive color and clarity,97855097613,6.88 pounds                                                                                      6.9 pounds,https://www.bestbuy.com/site/ASUS-F1704ZA-DS24/
Dell,J75WM,5,1,1440,USD,8,12,8 x 12,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,97855097613,6.88 pounds                                                                                      6.9 pounds,https://www.bestbuy.com/site/Dell-J75WM/
Dell,79T1D,5,1,950,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,97855097613,6.88 pounds                                                                                      6.9 pounds,https://www.bestbuy.com/site/Dell-79T1D/
Lenovo,21HH001FUS,5,1,1500,USD,10.06,0.81,10.06 x 0.81,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",97855097613,6.88 pounds                                                                                      6.9 pounds,https://www.bestbuy.com/site/Lenovo-21HH001FUS/
Lenovo,21K10007US,5,1,1540,USD,8.19,0.58,8.19 x 0.58,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Experience brilliance on a 13” 2K IPS touchscreen. 450 nits brightness, anti-glare, 100% sRGB coverage enrich visuals, while touch functionality adds seamless interaction, perfect for creativity, productivity, and captivating content consumption.",97855097613,6.88 pounds                                                                                      6.9 pounds,https://www.bestbuy.com/site/Lenovo-21K10007US/
Lenovo,21DJ000XUS,5,1,790,USD,9.25,14.1,9.25 x 14.1,Windows 11 Pro,"Capacitive display responds to finger touches instead of pressure, recognizing a light swipe but not a standard stylus. IPS technology offers wide viewing angles. 1920x1080 HD resolution.",97855097613,6.88 pounds                                                                                      6.9 pounds,https://www.bestbuy.com/site/Lenovo-21DJ000XUS/
Lenovo,21JN0040US,4,2,940,USD,9.75,0.78,9.75 x 0.78,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",50616008730,2.7 pounds,https://www.bestbuy.com/site/Lenovo-21JN0040US/
Microsoft,GSRF 5PB-00001,5,1,650,USD,8.8,12.1,8.8 x 12.1,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.",Natural finger-touch navigation makes the most of Windows 10. Its 2256 x 1504 resolution boasts impressive color and clarity. Energy-efficient LED backlight.,7.06E+22,2.2 pounds,https://www.bestbuy.com/site/Microsoft-GSRF 5PB-00001/
Dell,2H58M,5,1,1040,USD,8.3,12.7,8.3 x 12.7,The Windows 11 Pro operating system offers powerful platform to efficiently run routine applications.,1920x1080 resolution showcases your games and HD movies with impressive color and clarity.,7.06E+22,2.2 pounds,https://www.bestbuy.com/site/Dell-2H58M/
Dell,FNMGY,5,1,1640,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,7.06E+22,2.2 pounds,https://www.bestbuy.com/site/Dell-FNMGY/
Samsung,NP960XFG-KC1US,4.2,9,650,USD,13.99,9.86,13.99 x 9.86,"Strivers and thrivers , this is the PC for you. Accomplish your ambitions with a powerful processor that’s the latest design by Intel ideal for fast paced lifestyles.","Go ahead, live that fast paced life Galaxy Book3 Pro won’t slow you down. Featuring a thin, lightweight design that’s made to move with you, this powerful PC is always ready to help you pursue your ambitions.",7.06E+22,2.2 pounds,https://www.bestbuy.com/site/Samsung-NP960XFG-KC1US/
Lenovo,21H3001DUS,4.2,9,1200,USD,9.33,0.78,9.33 x 0.78,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Immerse yourself in stunning visuals with a 15.6"" FHD IPS display, boasting sharp 1920x1080 resolution and 300nits brightness for a vivid and lifelike viewing experience.",8.87E+11,54 pounds,https://www.bestbuy.com/site/Lenovo-21H3001DUS/
Acer,AN16-41-R9ZH,4,1,1650,USD,11.02,14.18,11.02 x 14.18,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","With a lightning-quick 165Hz refresh rate, the 16"" WQXGA display makes your game sessions fluid, unbroken, and unmatched. NVIDIA Advanced Optimus allows a laptop display to dynamically switch between the integrated graphics and the discrete graphics without having to reboot.",8.87E+11,54 pounds,https://www.bestbuy.com/site/Acer-AN16-41-R9ZH/
Lenovo,ThinkPad T470,3.7,24,459,USD,13.25,9.15,13.25 x 9.15,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Touch navigation makes the most of Windows 10. The 1920 x 1080 resolution boasts impressive color and clarity.,8.87E+11,54 pounds,https://www.bestbuy.com/site/Lenovo-ThinkPad T470/
Dell,8GHCF,3.7,24,960,USD,9,14,9 x 14,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity,8.87E+11,54 pounds,https://www.bestbuy.com/site/Dell-8GHCF/
